DateOfIssue, Date, value
2018-05-07 01:47:00, 2018-05-07 00:00:00, 68
2018-05-07 01:47:00, 2018-05-08 00:00:00, 68
2018-05-07 01:47:00, 2018-05-09 00:00:00, 68
2018-05-07 01:47:00, 2018-05-10 00:00:00, 68
2018-05-07 01:47:00, 2018-05-11 00:00:00, 68
2018-05-07 01:47:00, 2018-05-12 00:00:00, 68
2018-05-07 01:47:00, 2018-05-13 00:00:00, 70
2018-05-07 01:47:00, 2018-05-14 00:00:00, 72
2018-05-07 01:47:00, 2018-05-15 00:00:00, 72
2018-05-07 01:47:00, 2018-05-16 00:00:00, 72
2018-05-07 01:47:00, 2018-05-17 00:00:00, 72
2018-05-07 01:47:00, 2018-05-18 00:00:00, 72
2018-05-07 01:47:00, 2018-05-19 00:00:00, 72
2018-05-07 01:47:00, 2018-05-20 00:00:00, 72
2018-05-07 01:47:00, 2018-05-21 00:00:00, 72
2018-05-07 01:47:00, 2018-05-22 00:00:00, 72
2018-05-07 01:47:00, 2018-05-23 00:00:00, 72
2018-05-07 01:47:00, 2018-05-24 00:00:00, 72
2018-05-07 01:47:00, 2018-05-25 00:00:00, 72
2018-05-07 01:47:00, 2018-05-26 00:00:00, 70
2018-05-07 01:47:00, 2018-05-27 00:00:00, 68
2018-05-07 01:47:00, 2018-05-28 00:00:00, 68
2018-05-07 01:47:00, 2018-05-29 00:00:00, 68
2018-05-07 01:47:00, 2018-05-30 00:00:00, 68
2018-05-07 01:47:00, 2018-05-31 00:00:00, 68
2018-05-07 01:47:00, 2018-06-01 00:00:00, 68
2018-05-07 01:47:00, 2018-06-02 00:00:00, 68
2018-05-14 06:29:00, 2018-05-14 00:00:00, 71
2018-05-14 06:29:00, 2018-05-15 00:00:00, 71
2018-05-14 06:29:00, 2018-05-16 00:00:00, 71
2018-05-14 06:29:00, 2018-05-17 00:00:00, 71
2018-05-14 06:29:00, 2018-05-18 00:00:00, 71
2018-05-14 06:29:00, 2018-05-19 00:00:00, 70
2018-05-14 06:29:00, 2018-05-20 00:00:00, 70
2018-05-14 06:29:00, 2018-05-21 00:00:00, 70
2018-05-14 06:29:00, 2018-05-22 00:00:00, 70
2018-05-14 06:29:00, 2018-05-23 00:00:00, 70
2018-05-14 06:29:00, 2018-05-24 00:00:00, 70
2018-05-14 06:29:00, 2018-05-25 00:00:00, 70
2018-05-14 06:29:00, 2018-05-26 00:00:00, 70
2018-05-14 06:29:00, 2018-05-27 00:00:00, 70
2018-05-14 06:29:00, 2018-05-28 00:00:00, 70
2018-05-14 06:29:00, 2018-05-29 00:00:00, 70
2018-05-14 06:29:00, 2018-05-30 00:00:00, 68
2018-05-14 06:29:00, 2018-05-31 00:00:00, 68
2018-05-14 06:29:00, 2018-06-01 00:00:00, 68
2018-05-14 06:29:00, 2018-06-02 00:00:00, 68
2018-05-14 06:29:00, 2018-06-03 00:00:00, 70
2018-05-14 06:29:00, 2018-06-04 00:00:00, 70
2018-05-14 06:29:00, 2018-06-05 00:00:00, 70
2018-05-14 06:29:00, 2018-06-06 00:00:00, 70
2018-05-14 06:29:00, 2018-06-07 00:00:00, 70
2018-05-14 06:29:00, 2018-06-08 00:00:00, 70
2018-05-14 06:29:00, 2018-06-09 00:00:00, 71
2018-05-21 00:42:00, 2018-05-21 00:00:00, 69
2018-05-21 00:42:00, 2018-05-22 00:00:00, 69
2018-05-21 00:42:00, 2018-05-23 00:00:00, 69
2018-05-21 00:42:00, 2018-05-24 00:00:00, 69
2018-05-21 00:42:00, 2018-05-25 00:00:00, 70
2018-05-21 00:42:00, 2018-05-26 00:00:00, 70
2018-05-21 00:42:00, 2018-05-27 00:00:00, 70
2018-05-21 00:42:00, 2018-05-28 00:00:00, 70
2018-05-21 00:42:00, 2018-05-29 00:00:00, 70
2018-05-21 00:42:00, 2018-05-30 00:00:00, 70
2018-05-21 00:42:00, 2018-05-31 00:00:00, 70
2018-05-21 00:42:00, 2018-06-01 00:00:00, 70
2018-05-21 00:42:00, 2018-06-02 00:00:00, 70
2018-05-21 00:42:00, 2018-06-03 00:00:00, 70
2018-05-21 00:42:00, 2018-06-04 00:00:00, 70
2018-05-21 00:42:00, 2018-06-05 00:00:00, 70
2018-05-21 00:42:00, 2018-06-06 00:00:00, 70
2018-05-21 00:42:00, 2018-06-07 00:00:00, 68
2018-05-21 00:42:00, 2018-06-08 00:00:00, 68
2018-05-21 00:42:00, 2018-06-09 00:00:00, 68
2018-05-21 00:42:00, 2018-06-10 00:00:00, 68
2018-05-21 00:42:00, 2018-06-11 00:00:00, 68
2018-05-21 00:42:00, 2018-06-12 00:00:00, 68
2018-05-21 00:42:00, 2018-06-13 00:00:00, 68
2018-05-21 00:42:00, 2018-06-14 00:00:00, 68
2018-05-21 00:42:00, 2018-06-15 00:00:00, 68
2018-05-21 00:42:00, 2018-06-16 00:00:00, 68
2018-05-28 02:38:00, 2018-05-28 00:00:00, 73
2018-05-28 02:38:00, 2018-05-29 00:00:00, 72
2018-05-28 02:38:00, 2018-05-30 00:00:00, 72
2018-05-28 02:38:00, 2018-05-31 00:00:00, 72
2018-05-28 02:38:00, 2018-06-01 00:00:00, 72
2018-05-28 02:38:00, 2018-06-02 00:00:00, 72
2018-05-28 02:38:00, 2018-06-03 00:00:00, 72
2018-05-28 02:38:00, 2018-06-04 00:00:00, 70
2018-05-28 02:38:00, 2018-06-05 00:00:00, 70
2018-05-28 02:38:00, 2018-06-06 00:00:00, 70
2018-05-28 02:38:00, 2018-06-07 00:00:00, 70
2018-05-28 02:38:00, 2018-06-08 00:00:00, 70
2018-05-28 02:38:00, 2018-06-09 00:00:00, 70
2018-05-28 02:38:00, 2018-06-10 00:00:00, 72
2018-05-28 02:38:00, 2018-06-11 00:00:00, 72
2018-05-28 02:38:00, 2018-06-12 00:00:00, 72
2018-05-28 02:38:00, 2018-06-13 00:00:00, 72
2018-05-28 02:38:00, 2018-06-14 00:00:00, 72
2018-05-28 02:38:00, 2018-06-15 00:00:00, 70
2018-05-28 02:38:00, 2018-06-16 00:00:00, 70
2018-05-28 02:38:00, 2018-06-17 00:00:00, 70
2018-05-28 02:38:00, 2018-06-18 00:00:00, 72
2018-05-28 02:38:00, 2018-06-19 00:00:00, 72
2018-05-28 02:38:00, 2018-06-20 00:00:00, 72
2018-05-28 02:38:00, 2018-06-21 00:00:00, 72
2018-05-28 02:38:00, 2018-06-22 00:00:00, 72
2018-05-28 02:38:00, 2018-06-23 00:00:00, 72
2018-06-04 02:52:00, 2018-06-04 00:00:00, 73
2018-06-04 02:52:00, 2018-06-05 00:00:00, 72
2018-06-04 02:52:00, 2018-06-06 00:00:00, 70
2018-06-04 02:52:00, 2018-06-07 00:00:00, 70
2018-06-04 02:52:00, 2018-06-08 00:00:00, 70
2018-06-04 02:52:00, 2018-06-09 00:00:00, 70
2018-06-04 02:52:00, 2018-06-10 00:00:00, 70
2018-06-04 02:52:00, 2018-06-11 00:00:00, 72
2018-06-04 02:52:00, 2018-06-12 00:00:00, 72
2018-06-04 02:52:00, 2018-06-13 00:00:00, 72
2018-06-04 02:52:00, 2018-06-14 00:00:00, 72
2018-06-04 02:52:00, 2018-06-15 00:00:00, 72
2018-06-04 02:52:00, 2018-06-16 00:00:00, 72
2018-06-04 02:52:00, 2018-06-17 00:00:00, 72
2018-06-04 02:52:00, 2018-06-18 00:00:00, 74
2018-06-04 02:52:00, 2018-06-19 00:00:00, 74
2018-06-04 02:52:00, 2018-06-20 00:00:00, 74
2018-06-04 02:52:00, 2018-06-21 00:00:00, 74
2018-06-04 02:52:00, 2018-06-22 00:00:00, 74
2018-06-04 02:52:00, 2018-06-23 00:00:00, 74
2018-06-04 02:52:00, 2018-06-24 00:00:00, 72
2018-06-04 02:52:00, 2018-06-25 00:00:00, 72
2018-06-04 02:52:00, 2018-06-26 00:00:00, 72
2018-06-04 02:52:00, 2018-06-27 00:00:00, 72
2018-06-04 02:52:00, 2018-06-28 00:00:00, 72
2018-06-04 02:52:00, 2018-06-29 00:00:00, 72
2018-06-04 02:52:00, 2018-06-30 00:00:00, 72
2018-06-11 03:44:00, 2018-06-11 00:00:00, 72
2018-06-11 03:44:00, 2018-06-12 00:00:00, 72
2018-06-11 03:44:00, 2018-06-13 00:00:00, 72
2018-06-11 03:44:00, 2018-06-14 00:00:00, 72
2018-06-11 03:44:00, 2018-06-15 00:00:00, 72
2018-06-11 03:44:00, 2018-06-16 00:00:00, 72
2018-06-11 03:44:00, 2018-06-17 00:00:00, 72
2018-06-11 03:44:00, 2018-06-18 00:00:00, 73
2018-06-11 03:44:00, 2018-06-19 00:00:00, 74
2018-06-11 03:44:00, 2018-06-20 00:00:00, 74
2018-06-11 03:44:00, 2018-06-21 00:00:00, 75
2018-06-11 03:44:00, 2018-06-22 00:00:00, 75
2018-06-11 03:44:00, 2018-06-23 00:00:00, 75
2018-06-11 03:44:00, 2018-06-24 00:00:00, 74
2018-06-11 03:44:00, 2018-06-25 00:00:00, 74
2018-06-11 03:44:00, 2018-06-26 00:00:00, 73
2018-06-11 03:44:00, 2018-06-27 00:00:00, 72
2018-06-11 03:44:00, 2018-06-28 00:00:00, 72
2018-06-11 03:44:00, 2018-06-29 00:00:00, 71
2018-06-11 03:44:00, 2018-06-30 00:00:00, 71
2018-06-11 03:44:00, 2018-07-01 00:00:00, 70
2018-06-11 03:44:00, 2018-07-02 00:00:00, 70
2018-06-11 03:44:00, 2018-07-03 00:00:00, 70
2018-06-11 03:44:00, 2018-07-04 00:00:00, 69
2018-06-11 03:44:00, 2018-07-05 00:00:00, 69
2018-06-11 03:44:00, 2018-07-06 00:00:00, 69
2018-06-11 03:44:00, 2018-07-07 00:00:00, 68
2018-06-18 03:49:00, 2018-06-18 00:00:00, 72
2018-06-18 03:49:00, 2018-06-19 00:00:00, 74
2018-06-18 03:49:00, 2018-06-20 00:00:00, 74
2018-06-18 03:49:00, 2018-06-21 00:00:00, 74
2018-06-18 03:49:00, 2018-06-22 00:00:00, 74
2018-06-18 03:49:00, 2018-06-23 00:00:00, 74
2018-06-18 03:49:00, 2018-06-24 00:00:00, 70
2018-06-18 03:49:00, 2018-06-25 00:00:00, 70
2018-06-18 03:49:00, 2018-06-26 00:00:00, 70
2018-06-18 03:49:00, 2018-06-27 00:00:00, 70
2018-06-18 03:49:00, 2018-06-28 00:00:00, 70
2018-06-18 03:49:00, 2018-06-29 00:00:00, 70
2018-06-18 03:49:00, 2018-06-30 00:00:00, 70
2018-06-18 03:49:00, 2018-07-01 00:00:00, 68
2018-06-18 03:49:00, 2018-07-02 00:00:00, 68
2018-06-18 03:49:00, 2018-07-03 00:00:00, 68
2018-06-18 03:49:00, 2018-07-04 00:00:00, 68
2018-06-18 03:49:00, 2018-07-05 00:00:00, 68
2018-06-18 03:49:00, 2018-07-06 00:00:00, 68
2018-06-18 03:49:00, 2018-07-07 00:00:00, 72
2018-06-18 03:49:00, 2018-07-08 00:00:00, 72
2018-06-18 03:49:00, 2018-07-09 00:00:00, 72
2018-06-18 03:49:00, 2018-07-10 00:00:00, 72
2018-06-18 03:49:00, 2018-07-11 00:00:00, 72
2018-06-18 03:49:00, 2018-07-12 00:00:00, 72
2018-06-18 03:49:00, 2018-07-13 00:00:00, 72
2018-06-18 03:49:00, 2018-07-14 00:00:00, 74
2018-06-25 03:43:00, 2018-06-25 00:00:00, 75
2018-06-25 03:43:00, 2018-06-26 00:00:00, 72
2018-06-25 03:43:00, 2018-06-27 00:00:00, 72
2018-06-25 03:43:00, 2018-06-28 00:00:00, 70
2018-06-25 03:43:00, 2018-06-29 00:00:00, 68
2018-06-25 03:43:00, 2018-06-30 00:00:00, 68
2018-06-25 03:43:00, 2018-07-01 00:00:00, 68
2018-06-25 03:43:00, 2018-07-02 00:00:00, 68
2018-06-25 03:43:00, 2018-07-03 00:00:00, 68
2018-06-25 03:43:00, 2018-07-04 00:00:00, 68
2018-06-25 03:43:00, 2018-07-05 00:00:00, 68
2018-06-25 03:43:00, 2018-07-06 00:00:00, 68
2018-06-25 03:43:00, 2018-07-07 00:00:00, 72
2018-06-25 03:43:00, 2018-07-08 00:00:00, 72
2018-06-25 03:43:00, 2018-07-09 00:00:00, 72
2018-06-25 03:43:00, 2018-07-10 00:00:00, 72
2018-06-25 03:43:00, 2018-07-11 00:00:00, 72
2018-06-25 03:43:00, 2018-07-12 00:00:00, 72
2018-06-25 03:43:00, 2018-07-13 00:00:00, 72
2018-06-25 03:43:00, 2018-07-14 00:00:00, 75
2018-06-25 03:43:00, 2018-07-15 00:00:00, 75
2018-06-25 03:43:00, 2018-07-16 00:00:00, 77
2018-06-25 03:43:00, 2018-07-17 00:00:00, 80
2018-06-25 03:43:00, 2018-07-18 00:00:00, 80
2018-06-25 03:43:00, 2018-07-19 00:00:00, 80
2018-06-25 03:43:00, 2018-07-20 00:00:00, 77
2018-06-25 03:43:00, 2018-07-21 00:00:00, 77
2018-07-02 05:04:00, 2018-07-02 00:00:00, 68
2018-07-02 05:04:00, 2018-07-03 00:00:00, 68
2018-07-02 05:04:00, 2018-07-04 00:00:00, 68
2018-07-02 05:04:00, 2018-07-05 00:00:00, 68
2018-07-02 05:04:00, 2018-07-06 00:00:00, 68
2018-07-02 05:04:00, 2018-07-07 00:00:00, 68
2018-07-02 05:04:00, 2018-07-08 00:00:00, 68
2018-07-02 05:04:00, 2018-07-09 00:00:00, 68
2018-07-02 05:04:00, 2018-07-10 00:00:00, 69
2018-07-02 05:04:00, 2018-07-11 00:00:00, 72
2018-07-02 05:04:00, 2018-07-12 00:00:00, 72
2018-07-02 05:04:00, 2018-07-13 00:00:00, 72
2018-07-02 05:04:00, 2018-07-14 00:00:00, 75
2018-07-02 05:04:00, 2018-07-15 00:00:00, 75
2018-07-02 05:04:00, 2018-07-16 00:00:00, 77
2018-07-02 05:04:00, 2018-07-17 00:00:00, 80
2018-07-02 05:04:00, 2018-07-18 00:00:00, 80
2018-07-02 05:04:00, 2018-07-19 00:00:00, 80
2018-07-02 05:04:00, 2018-07-20 00:00:00, 77
2018-07-02 05:04:00, 2018-07-21 00:00:00, 77
2018-07-02 05:04:00, 2018-07-22 00:00:00, 73
2018-07-02 05:04:00, 2018-07-23 00:00:00, 71
2018-07-02 05:04:00, 2018-07-24 00:00:00, 70
2018-07-02 05:04:00, 2018-07-25 00:00:00, 70
2018-07-02 05:04:00, 2018-07-26 00:00:00, 69
2018-07-02 05:04:00, 2018-07-27 00:00:00, 69
2018-07-02 05:04:00, 2018-07-28 00:00:00, 68
2018-07-09 02:54:00, 2018-07-09 00:00:00, 72
2018-07-09 02:54:00, 2018-07-10 00:00:00, 72
2018-07-09 02:54:00, 2018-07-11 00:00:00, 74
2018-07-09 02:54:00, 2018-07-12 00:00:00, 76
2018-07-09 02:54:00, 2018-07-13 00:00:00, 76
2018-07-09 02:54:00, 2018-07-14 00:00:00, 76
2018-07-09 02:54:00, 2018-07-15 00:00:00, 76
2018-07-09 02:54:00, 2018-07-16 00:00:00, 76
2018-07-09 02:54:00, 2018-07-17 00:00:00, 76
2018-07-09 02:54:00, 2018-07-18 00:00:00, 76
2018-07-09 02:54:00, 2018-07-19 00:00:00, 76
2018-07-09 02:54:00, 2018-07-20 00:00:00, 76
2018-07-09 02:54:00, 2018-07-21 00:00:00, 74
2018-07-09 02:54:00, 2018-07-22 00:00:00, 72
2018-07-09 02:54:00, 2018-07-23 00:00:00, 72
2018-07-09 02:54:00, 2018-07-24 00:00:00, 70
2018-07-09 02:54:00, 2018-07-25 00:00:00, 68
2018-07-09 02:54:00, 2018-07-26 00:00:00, 68
2018-07-09 02:54:00, 2018-07-27 00:00:00, 68
2018-07-09 02:54:00, 2018-07-28 00:00:00, 68
2018-07-09 02:54:00, 2018-07-29 00:00:00, 68
2018-07-09 02:54:00, 2018-07-30 00:00:00, 68
2018-07-09 02:54:00, 2018-07-31 00:00:00, 68
2018-07-09 02:54:00, 2018-08-01 00:00:00, 68
2018-07-09 02:54:00, 2018-08-02 00:00:00, 68
2018-07-09 02:54:00, 2018-08-03 00:00:00, 70
2018-07-09 02:54:00, 2018-08-04 00:00:00, 72
2018-07-16 01:50:00, 2018-07-16 00:00:00, 72
2018-07-16 01:50:00, 2018-07-17 00:00:00, 72
2018-07-16 01:50:00, 2018-07-18 00:00:00, 72
2018-07-16 01:50:00, 2018-07-19 00:00:00, 72
2018-07-16 01:50:00, 2018-07-20 00:00:00, 72
2018-07-16 01:50:00, 2018-07-21 00:00:00, 72
2018-07-16 01:50:00, 2018-07-22 00:00:00, 72
2018-07-16 01:50:00, 2018-07-23 00:00:00, 70
2018-07-16 01:50:00, 2018-07-24 00:00:00, 68
2018-07-16 01:50:00, 2018-07-25 00:00:00, 68
2018-07-16 01:50:00, 2018-07-26 00:00:00, 68
2018-07-16 01:50:00, 2018-07-27 00:00:00, 68
2018-07-16 01:50:00, 2018-07-28 00:00:00, 68
2018-07-16 01:50:00, 2018-07-29 00:00:00, 68
2018-07-16 01:50:00, 2018-07-30 00:00:00, 68
2018-07-16 01:50:00, 2018-07-31 00:00:00, 68
2018-07-16 01:50:00, 2018-08-01 00:00:00, 68
2018-07-16 01:50:00, 2018-08-02 00:00:00, 70
2018-07-16 01:50:00, 2018-08-03 00:00:00, 72
2018-07-16 01:50:00, 2018-08-04 00:00:00, 72
2018-07-16 01:50:00, 2018-08-05 00:00:00, 72
2018-07-16 01:50:00, 2018-08-06 00:00:00, 72
2018-07-16 01:50:00, 2018-08-07 00:00:00, 72
2018-07-16 01:50:00, 2018-08-08 00:00:00, 72
2018-07-16 01:50:00, 2018-08-09 00:00:00, 72
2018-07-16 01:50:00, 2018-08-10 00:00:00, 72
2018-07-16 01:50:00, 2018-08-11 00:00:00, 72
2018-07-23 00:31:00, 2018-07-23 00:00:00, 70
2018-07-23 00:31:00, 2018-07-24 00:00:00, 70
2018-07-23 00:31:00, 2018-07-25 00:00:00, 70
2018-07-23 00:31:00, 2018-07-26 00:00:00, 70
2018-07-23 00:31:00, 2018-07-27 00:00:00, 70
2018-07-23 00:31:00, 2018-07-28 00:00:00, 70
2018-07-23 00:31:00, 2018-07-29 00:00:00, 68
2018-07-23 00:31:00, 2018-07-30 00:00:00, 68
2018-07-23 00:31:00, 2018-07-31 00:00:00, 68
2018-07-23 00:31:00, 2018-08-01 00:00:00, 68
2018-07-23 00:31:00, 2018-08-02 00:00:00, 68
2018-07-23 00:31:00, 2018-08-03 00:00:00, 68
2018-07-23 00:31:00, 2018-08-04 00:00:00, 68
2018-07-23 00:31:00, 2018-08-05 00:00:00, 68
2018-07-23 00:31:00, 2018-08-06 00:00:00, 68
2018-07-23 00:31:00, 2018-08-07 00:00:00, 68
2018-07-23 00:31:00, 2018-08-08 00:00:00, 68
2018-07-23 00:31:00, 2018-08-09 00:00:00, 68
2018-07-23 00:31:00, 2018-08-10 00:00:00, 68
2018-07-23 00:31:00, 2018-08-11 00:00:00, 70
2018-07-23 00:31:00, 2018-08-12 00:00:00, 70
2018-07-23 00:31:00, 2018-08-13 00:00:00, 70
2018-07-23 00:31:00, 2018-08-14 00:00:00, 70
2018-07-23 00:31:00, 2018-08-15 00:00:00, 70
2018-07-23 00:31:00, 2018-08-16 00:00:00, 70
2018-07-23 00:31:00, 2018-08-17 00:00:00, 70
2018-07-23 00:31:00, 2018-08-18 00:00:00, 70
2018-07-30 00:29:00, 2018-07-30 00:00:00, 68
2018-07-30 00:29:00, 2018-07-31 00:00:00, 68
2018-07-30 00:29:00, 2018-08-01 00:00:00, 68
2018-07-30 00:29:00, 2018-08-02 00:00:00, 68
2018-07-30 00:29:00, 2018-08-03 00:00:00, 68
2018-07-30 00:29:00, 2018-08-04 00:00:00, 68
2018-07-30 00:29:00, 2018-08-05 00:00:00, 68
2018-07-30 00:29:00, 2018-08-06 00:00:00, 68
2018-07-30 00:29:00, 2018-08-07 00:00:00, 68
2018-07-30 00:29:00, 2018-08-08 00:00:00, 68
2018-07-30 00:29:00, 2018-08-09 00:00:00, 68
2018-07-30 00:29:00, 2018-08-10 00:00:00, 68
2018-07-30 00:29:00, 2018-08-11 00:00:00, 70
2018-07-30 00:29:00, 2018-08-12 00:00:00, 70
2018-07-30 00:29:00, 2018-08-13 00:00:00, 70
2018-07-30 00:29:00, 2018-08-14 00:00:00, 70
2018-07-30 00:29:00, 2018-08-15 00:00:00, 70
2018-07-30 00:29:00, 2018-08-16 00:00:00, 70
2018-07-30 00:29:00, 2018-08-17 00:00:00, 70
2018-07-30 00:29:00, 2018-08-18 00:00:00, 68
2018-07-30 00:29:00, 2018-08-19 00:00:00, 68
2018-07-30 00:29:00, 2018-08-20 00:00:00, 68
2018-07-30 00:29:00, 2018-08-21 00:00:00, 66
2018-07-30 00:29:00, 2018-08-22 00:00:00, 66
2018-07-30 00:29:00, 2018-08-23 00:00:00, 66
2018-07-30 00:29:00, 2018-08-24 00:00:00, 68
2018-07-30 00:29:00, 2018-08-25 00:00:00, 68
2018-08-06 02:36:00, 2018-08-06 00:00:00, 69
2018-08-06 02:36:00, 2018-08-07 00:00:00, 69
2018-08-06 02:36:00, 2018-08-08 00:00:00, 69
2018-08-06 02:36:00, 2018-08-09 00:00:00, 69
2018-08-06 02:36:00, 2018-08-10 00:00:00, 69
2018-08-06 02:36:00, 2018-08-11 00:00:00, 69
2018-08-06 02:36:00, 2018-08-12 00:00:00, 69
2018-08-06 02:36:00, 2018-08-13 00:00:00, 69
2018-08-06 02:36:00, 2018-08-14 00:00:00, 69
2018-08-06 02:36:00, 2018-08-15 00:00:00, 69
2018-08-06 02:36:00, 2018-08-16 00:00:00, 69
2018-08-06 02:36:00, 2018-08-17 00:00:00, 69
2018-08-06 02:36:00, 2018-08-18 00:00:00, 69
2018-08-06 02:36:00, 2018-08-19 00:00:00, 69
2018-08-06 02:36:00, 2018-08-20 00:00:00, 69
2018-08-06 02:36:00, 2018-08-21 00:00:00, 69
2018-08-06 02:36:00, 2018-08-22 00:00:00, 69
2018-08-06 02:36:00, 2018-08-23 00:00:00, 70
2018-08-06 02:36:00, 2018-08-24 00:00:00, 70
2018-08-06 02:36:00, 2018-08-25 00:00:00, 70
2018-08-06 02:36:00, 2018-08-26 00:00:00, 70
2018-08-06 02:36:00, 2018-08-27 00:00:00, 70
2018-08-06 02:36:00, 2018-08-28 00:00:00, 70
2018-08-06 02:36:00, 2018-08-29 00:00:00, 70
2018-08-06 02:36:00, 2018-08-30 00:00:00, 70
2018-08-06 02:36:00, 2018-08-31 00:00:00, 70
2018-08-06 02:36:00, 2018-09-01 00:00:00, 69
2018-08-13 01:25:00, 2018-08-13 00:00:00, 68
2018-08-13 01:25:00, 2018-08-14 00:00:00, 68
2018-08-13 01:25:00, 2018-08-15 00:00:00, 68
2018-08-13 01:25:00, 2018-08-16 00:00:00, 68
2018-08-13 01:25:00, 2018-08-17 00:00:00, 68
2018-08-13 01:25:00, 2018-08-18 00:00:00, 68
2018-08-13 01:25:00, 2018-08-19 00:00:00, 68
2018-08-13 01:25:00, 2018-08-20 00:00:00, 68
2018-08-13 01:25:00, 2018-08-21 00:00:00, 68
2018-08-13 01:25:00, 2018-08-22 00:00:00, 68
2018-08-13 01:25:00, 2018-08-23 00:00:00, 70
2018-08-13 01:25:00, 2018-08-24 00:00:00, 70
2018-08-13 01:25:00, 2018-08-25 00:00:00, 70
2018-08-13 01:25:00, 2018-08-26 00:00:00, 70
2018-08-13 01:25:00, 2018-08-27 00:00:00, 70
2018-08-13 01:25:00, 2018-08-28 00:00:00, 70
2018-08-13 01:25:00, 2018-08-29 00:00:00, 70
2018-08-13 01:25:00, 2018-08-30 00:00:00, 70
2018-08-13 01:25:00, 2018-08-31 00:00:00, 70
2018-08-13 01:25:00, 2018-09-01 00:00:00, 70
2018-08-13 01:25:00, 2018-09-02 00:00:00, 70
2018-08-13 01:25:00, 2018-09-03 00:00:00, 70
2018-08-13 01:25:00, 2018-09-04 00:00:00, 70
2018-08-13 01:25:00, 2018-09-05 00:00:00, 70
2018-08-13 01:25:00, 2018-09-06 00:00:00, 68
2018-08-13 01:25:00, 2018-09-07 00:00:00, 68
2018-08-13 01:25:00, 2018-09-08 00:00:00, 68
2018-08-20 04:45:00, 2018-08-20 00:00:00, 67
2018-08-20 04:45:00, 2018-08-21 00:00:00, 67
2018-08-20 04:45:00, 2018-08-22 00:00:00, 67
2018-08-20 04:45:00, 2018-08-23 00:00:00, 67
2018-08-20 04:45:00, 2018-08-24 00:00:00, 66
2018-08-20 04:45:00, 2018-08-25 00:00:00, 66
2018-08-20 04:45:00, 2018-08-26 00:00:00, 66
2018-08-20 04:45:00, 2018-08-27 00:00:00, 66
2018-08-20 04:45:00, 2018-08-28 00:00:00, 66
2018-08-20 04:45:00, 2018-08-29 00:00:00, 66
2018-08-20 04:45:00, 2018-08-30 00:00:00, 66
2018-08-20 04:45:00, 2018-08-31 00:00:00, 66
2018-08-20 04:45:00, 2018-09-01 00:00:00, 66
2018-08-20 04:45:00, 2018-09-02 00:00:00, 66
2018-08-20 04:45:00, 2018-09-03 00:00:00, 66
2018-08-20 04:45:00, 2018-09-04 00:00:00, 66
2018-08-20 04:45:00, 2018-09-05 00:00:00, 66
2018-08-20 04:45:00, 2018-09-06 00:00:00, 67
2018-08-20 04:45:00, 2018-09-07 00:00:00, 67
2018-08-20 04:45:00, 2018-09-08 00:00:00, 67
2018-08-20 04:45:00, 2018-09-09 00:00:00, 67
2018-08-20 04:45:00, 2018-09-10 00:00:00, 67
2018-08-20 04:45:00, 2018-09-11 00:00:00, 68
2018-08-20 04:45:00, 2018-09-12 00:00:00, 68
2018-08-20 04:45:00, 2018-09-13 00:00:00, 68
2018-08-20 04:45:00, 2018-09-14 00:00:00, 68
2018-08-20 04:45:00, 2018-09-15 00:00:00, 68
2018-08-27 05:39:00, 2018-08-27 00:00:00, 69
2018-08-27 05:39:00, 2018-08-28 00:00:00, 69
2018-08-27 05:39:00, 2018-08-29 00:00:00, 69
2018-08-27 05:39:00, 2018-08-30 00:00:00, 67
2018-08-27 05:39:00, 2018-08-31 00:00:00, 67
2018-08-27 05:39:00, 2018-09-01 00:00:00, 67
2018-08-27 05:39:00, 2018-09-02 00:00:00, 67
2018-08-27 05:39:00, 2018-09-03 00:00:00, 67
2018-08-27 05:39:00, 2018-09-04 00:00:00, 67
2018-08-27 05:39:00, 2018-09-05 00:00:00, 67
2018-08-27 05:39:00, 2018-09-06 00:00:00, 67
2018-08-27 05:39:00, 2018-09-07 00:00:00, 67
2018-08-27 05:39:00, 2018-09-08 00:00:00, 67
2018-08-27 05:39:00, 2018-09-09 00:00:00, 67
2018-08-27 05:39:00, 2018-09-10 00:00:00, 68
2018-08-27 05:39:00, 2018-09-11 00:00:00, 68
2018-08-27 05:39:00, 2018-09-12 00:00:00, 69
2018-08-27 05:39:00, 2018-09-13 00:00:00, 70
2018-08-27 05:39:00, 2018-09-14 00:00:00, 70
2018-08-27 05:39:00, 2018-09-15 00:00:00, 70
2018-08-27 05:39:00, 2018-09-16 00:00:00, 70
2018-08-27 05:39:00, 2018-09-17 00:00:00, 70
2018-08-27 05:39:00, 2018-09-18 00:00:00, 70
2018-08-27 05:39:00, 2018-09-19 00:00:00, 70
2018-08-27 05:39:00, 2018-09-20 00:00:00, 70
2018-08-27 05:39:00, 2018-09-21 00:00:00, 70
2018-08-27 05:39:00, 2018-09-22 00:00:00, 70
2018-09-03 02:29:00, 2018-09-03 00:00:00, 68
2018-09-03 02:29:00, 2018-09-04 00:00:00, 68
2018-09-03 02:29:00, 2018-09-05 00:00:00, 70
2018-09-03 02:29:00, 2018-09-06 00:00:00, 70
2018-09-03 02:29:00, 2018-09-07 00:00:00, 70
2018-09-03 02:29:00, 2018-09-08 00:00:00, 70
2018-09-03 02:29:00, 2018-09-09 00:00:00, 70
